,name,diff_num,hunk_num,func_num,line_num_total,line_num_net,line_num_del,line_num_add,char_num_total,char_num_net,char_num_del,char_num_add,mem_num_total,mem_num_net,mem_num_del,mem_num_add,if_num_total,if_num_net,if_num_del,if_num_add,jump_num_total,jump_num_net,jump_num_del,jump_num_add,loop_num_total,loop_num_net,loop_num_del,loop_num_add,ari_num_total,ari_num_net,ari_num_del,ari_num_add,rel_num_total,rel_num_net,rel_num_del,rel_num_add,log_num_total,log_num_net,log_num_del,log_num_add,bit_num_total,bit_num_net,bit_num_del,bit_num_add,call_num_total,call_num_net,call_num_del,call_num_add,var_num_total,var_num_net,var_num_del,var_num_add,global_sim,global_norm_sim,dir_num_total,dir_num_net,dir_num_del,dir_num_add,cap_num,race_num,not_zero,preprocess
60,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2010-4656-3ed780117dbe5acb64280d218f0347f238dafed0.txt,1,1,0,2,0,1,1,56,4,26,30,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,3,5,0,0,0,0,0,0,0,0,0
61,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0021-f9b664eac0e1a7bceed9d7b5854fd9fc351b4aab.txt,1,2,0,9,3,3,6,315,25,145,170,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,26,0,13,13,3,1,1,2,0,0,0,0,2,0,1,1,0,0,0,0,15,3,12,15,90,25,0,0,0,0,0,0,0,0
62,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0530-3ef52043861ab16352d49af89e048ba6339d6df8.txt,1,2,0,4,0,2,2,154,26,64,90,3,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,5,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,27,11,0,0,0,0,0,0,0,0
63,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0904-0c2c9175963fc56bf2af10e42867181332f96ce0.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
64,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0904-456dadbb5c5971d3448763a44c05b9ad033e522f.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
65,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0904-8beefcf7792d343c10c919ee0c928c81f73b1279.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
66,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0904-dff52694a384fe95195f2211254026b752d63ec4.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
67,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0904-e17bd4e369f90748654e31a4867211dc7610975d.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
68,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0905-0c2c9175963fc56bf2af10e42867181332f96ce0.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
69,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0905-456dadbb5c5971d3448763a44c05b9ad033e522f.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
70,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0905-8beefcf7792d343c10c919ee0c928c81f73b1279.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
71,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0905-dff52694a384fe95195f2211254026b752d63ec4.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
72,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-0905-e17bd4e369f90748654e31a4867211dc7610975d.txt,1,1,0,2,2,0,2,62,62,0,62,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,6,6,0,6,6,6,0,6,2,2,0,2,0,0,0,0,0,0,0,0,9,9,0,9,62,34,0,0,0,0,0,0,0,0
73,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1010-fa7ea87a057958a8b7926c1a60a3ca6d696328ed.txt,1,6,2,16,2,7,9,368,70,149,219,0,0,0,0,2,2,0,2,1,1,0,1,2,0,1,1,14,-2,8,6,6,2,2,4,4,2,1,3,0,0,0,0,2,1,1,2,14,3,11,13,95,30,0,0,0,0,0,2,0,0
74,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1044-7182afea8d1afd432a17c18162cc3fd441d0da93.txt,1,12,0,91,9,41,50,2021,47,987,1034,13,-1,7,6,10,2,4,6,12,4,4,8,4,0,2,2,97,-5,51,46,35,-1,18,17,16,-2,9,7,5,5,0,5,7,2,5,5,48,9,39,42,863,203,0,0,0,0,0,0,-1,0
75,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1180-d370af0ef7951188daeb15bae75db7ba57c67846.txt,1,2,0,2,2,0,2,101,101,0,101,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,5,5,0,5,101,28,0,0,0,0,0,0,0,0
76,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1477-4d00135a680727f6c3be78f8befaac009030e4df.txt,1,2,0,10,6,2,8,223,111,56,167,0,0,0,0,6,6,0,6,3,3,0,3,0,0,0,0,8,2,3,5,10,8,1,9,3,3,0,3,2,0,1,1,0,0,0,0,11,5,6,11,111,56,0,0,0,0,0,0,0,0
77,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1684-5637ca8141bf39f263ecdb62035d2cb45c740821.txt,1,1,1,2,0,1,1,78,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0
78,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1750-52c050236eaa4f0b5e1d160cd66dc18106445c4d.txt,1,2,2,8,8,0,8,190,190,0,190,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,12,12,0,12,8,8,0,8,0,0,0,0,0,0,0,0,1,1,0,1,7,7,0,7,190,76,0,0,0,0,0,2,0,0
79,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1776-fa039d5f6b126fbd65eefa05db2f67e44df8f121.txt,1,1,0,4,4,0,4,128,128,0,128,2,2,0,2,1,1,0,1,1,1,0,1,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,2,2,0,2,11,11,0,11,128,44,0,0,0,0,0,0,1,0
80,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-1931-89f903b3d5ec38c9c5d90fba7e626fa0eda61a32.txt,1,2,0,3,-1,2,1,51,-47,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,2,0,1,-1,1,0,0,0,0,0,2,-2,2,0,0,0,0,0,5,1,4,1,48,12,0,0,0,0,0,0,0,0
81,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2182-cae13fe4cc3f24820ffb990c09110626837e85d4.txt,1,1,1,4,4,0,4,85,85,0,85,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,4,4,0,4,3,3,0,3,1,1,0,1,0,0,0,0,2,2,0,2,7,7,0,7,85,48,0,0,0,0,0,0,0,0
82,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2199-f3035c45bc50bb5cac87ca01e7ef6a12485184f8.txt,1,38,3,125,-11,68,57,2784,-334,1559,1225,6,2,2,4,32,-2,17,15,18,0,9,9,0,0,0,0,161,-33,97,64,15,1,7,8,17,-3,10,7,9,-5,7,2,13,1,12,12,44,10,34,35,987,343,0,0,0,0,0,0,1,1
83,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2517-208c72f4fe44fe09577e7975ba0e7fa0278f3d03.txt,1,4,1,4,0,2,2,164,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,4,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0
84,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2534-961ed183a9fd080cf306c659b8736007e44065a5.txt,1,2,0,5,3,1,4,131,39,46,85,0,0,0,0,3,1,1,2,1,1,0,1,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,6,3,3,6,54,18,0,0,0,0,0,0,0,0
85,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2587-1bce40644cddee93b4b1877a94a6ce345f32852c.txt,1,1,1,3,1,1,2,119,47,36,83,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,6,2,2,4,9,3,3,6,1,1,0,1,0,0,0,0,0,0,0,0,6,2,4,6,47,16,0,0,0,0,0,0,0,0
86,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2588-9c14964bd11482d5c1d6c0e223440f9f1e5b1831.txt,1,2,1,5,1,2,3,267,37,115,152,5,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,11,1,5,6,9,1,4,5,0,0,0,0,0,0,0,0,2,1,1,2,8,0,8,7,42,19,0,0,0,0,0,0,0,0
87,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2700-dc6b845044ccb7e9e6f3b7e71bd179b3cf0223b6.txt,1,2,0,4,0,2,2,116,14,51,65,0,0,0,0,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,2,2,0,2,0,0,0,0,0,0,0,0,4,1,3,4,14,12,0,0,0,0,0,0,0,0
88,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2895-d11ee5886e9d9ec610051a206b135a4cdc1e09a0.txt,1,1,1,2,2,0,2,50,50,0,50,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,50,14,0,0,0,0,0,0,0,0
89,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-2896-376ad788c1a1c31d40f18494889c383f6909ebfc.txt,1,6,0,11,3,4,7,335,123,106,229,0,0,0,0,10,4,3,7,0,0,0,0,2,0,1,1,4,0,2,2,10,4,3,7,2,2,0,2,5,3,1,4,0,0,0,0,11,1,10,8,139,62,0,0,0,0,0,0,0,1
90,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3193-81c8ef785b079980ad5b46be4fe7c7bf156dbf65.txt,1,1,0,2,2,0,2,45,45,0,45,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,45,12,0,0,0,0,0,0,0,0
91,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3193-a7a715480db66148b1f487528887508a7991dcd0.txt,22,22,0,10919,-10919,10919,0,236671,-236671,236671,0,349,-349,349,0,1747,-1747,1747,0,1318,-1318,1318,0,511,-511,511,0,6384,-6384,6384,0,2938,-2938,2938,0,4409,-4409,4409,0,950,-950,950,0,367,0,367,0,1380,0,1380,0,236671,69650,2,-2,2,0,0,-21,-348,-22
92,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3193-da2c52abcd75d46929b34cad55c4fb2c8892bc08.txt,1,1,0,4162,-4162,4162,0,88750,-88750,88750,0,156,-156,156,0,752,-752,752,0,599,-599,599,0,260,-260,260,0,2749,-2749,2749,0,1255,-1255,1255,0,1754,-1754,1754,0,465,-465,465,0,145,0,145,0,732,0,732,0,88750,27868,0,0,0,0,0,0,-144,-1
93,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3346-103b40f51e4012b3b0ad20f615562a1806d7f49a.txt,1,12,5,36,-4,20,16,1048,-64,556,492,0,0,0,0,2,-2,2,0,1,1,0,1,0,0,0,0,76,-6,41,35,35,-3,19,16,5,-1,3,2,10,-2,6,4,5,2,3,5,25,2,23,25,368,89,0,0,0,0,0,0,0,0
94,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3346-7285477ab11831b1cf56e45878a89170dd06d9b9.txt,1,13,4,34,12,11,23,1077,167,455,622,2,0,1,1,4,4,0,4,1,1,0,1,0,0,0,0,54,12,21,33,27,13,7,20,12,2,5,7,0,0,0,0,6,1,5,6,25,10,15,25,390,110,0,0,0,0,0,1,2,0
95,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3353-c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae.txt,1,1,0,3,3,0,3,61,61,0,61,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,4,4,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,61,24,0,0,0,0,0,0,1,0
96,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3359-c85ce65ecac078ab1a1835c87c4a6319cf74660a.txt,2,2,1,4,0,2,2,224,44,90,134,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,3,1,4,5,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,4,44,12,0,0,0,0,0,0,0,0
97,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3623-861e374d03e6c60c7d3c98428c632fe3b9e371b2.txt,1,5,0,12,2,5,7,278,94,92,186,3,3,0,3,1,1,0,1,1,1,0,1,0,0,0,0,14,4,5,9,1,1,0,1,0,0,0,0,2,2,0,2,2,1,1,1,9,2,7,8,103,48,0,0,0,0,0,0,0,0
98,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3623-c5b02d011b8c634d041167f4d2936b55eca4d18d.txt,1,4,0,14,4,5,9,362,86,138,224,6,4,1,5,3,1,1,2,1,1,0,1,0,0,0,0,24,4,10,14,1,1,0,1,0,0,0,0,2,2,0,2,4,1,3,3,13,1,12,12,100,53,0,0,0,0,0,0,0,0
99,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3623-dfe7084e8cc64e9b7a87cd37065b59cba2064823.txt,1,4,0,10,2,4,6,233,63,85,148,2,2,0,2,1,1,0,1,1,1,0,1,0,0,0,0,9,3,3,6,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,9,2,7,8,75,31,0,0,0,0,0,0,0,0
100,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3929-5a396bb3a66a61a68b80f2369d0249729bf85e04.txt,1,1,0,3,1,1,2,78,10,34,44,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,1,2,3,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,5,1,4,5,10,8,0,0,0,0,0,0,0,0
101,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3929-635bcfccd439480003b74a665b5aa7c872c1ad6b.txt,1,1,1,5,5,0,5,86,86,0,86,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,4,4,0,4,3,3,0,3,0,0,0,0,0,0,0,0,1,1,0,1,11,11,0,11,86,44,0,0,0,0,0,0,0,0
102,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3940-5c011706bc752d34bc6ada31d7df2ca0c9af7c6b.txt,1,4,0,8,0,4,4,144,44,50,94,0,0,0,0,10,2,4,6,0,0,0,0,0,0,0,0,4,0,2,2,6,2,2,4,2,2,0,2,0,0,0,0,0,0,0,0,10,4,6,9,50,25,0,0,0,0,0,0,0,0
103,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3940-8fd8a48263ff1437f9d02d7e78dc63efb9b5ed3a.txt,1,3,1,8,6,1,7,205,131,37,168,2,0,1,1,3,3,0,3,3,3,0,3,0,0,0,0,8,2,3,5,2,2,0,2,3,3,0,3,0,0,0,0,2,1,1,2,9,5,4,9,131,48,0,0,0,0,0,0,3,0
104,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3940-c898431ca5ef2a997fe9388b650f658fb60783e5.txt,1,3,1,7,5,1,6,100,40,30,70,0,0,0,0,4,2,1,3,2,2,0,2,0,0,0,0,2,0,1,1,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,5,40,20,0,0,0,0,0,0,0,0
105,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3941-c77be3a35a0160d6af88056b0899f120f2eef38e.txt,1,1,1,2,2,0,2,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,1,48,12,0,0,0,0,0,2,0,0
106,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3945-807a045ab7f51993a2c1b3116016cbbd4f3d20d6.txt,1,2,0,4,0,2,2,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,2,2,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,5,1,4,4,2,0,0,0,0,0,0,0,0,0
107,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3945-a02e8df973f5478ec82f4c507f5b5b191a5ecb6b.txt,1,2,0,4,0,2,2,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,2,2,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,5,1,4,4,2,0,0,0,0,0,0,0,0,0
108,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3947-b57d262412204e54a7ef8fa1b23ff4dcede622e5.txt,1,2,0,6,2,2,4,252,20,116,136,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,16,-4,10,6,4,0,2,2,0,0,0,0,4,0,2,2,2,1,1,2,11,3,8,10,91,26,0,0,0,0,0,0,0,0
109,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-3951-ce7aee9b733134649a6ce2fa743e51733f33e67e.txt,1,2,0,6,4,1,5,80,50,15,65,0,0,0,0,2,2,0,2,2,0,1,1,0,0,0,0,3,3,0,3,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,6,5,1,6,53,34,0,0,0,0,0,0,0,0
110,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4086-15291164b22a357cb211b618adfef4fa82fc0de3.txt,1,1,0,2,2,0,2,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,1,50,12,0,0,0,0,0,0,0,0
111,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4098-64dd153c83743af81f20924c6343652d731eeecb.txt,3,17,0,172,-94,133,39,3656,-1754,2705,951,11,9,1,10,32,-16,24,8,16,-10,13,3,6,-4,5,1,115,-63,89,26,34,-18,26,8,30,-12,21,9,30,-8,19,11,35,8,27,13,75,23,52,48,2166,656,0,0,0,0,0,-11,-5,1
112,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4128-190cef6eed37d0e73a73c1e205eb31d45ab60a3c.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4128-e82ef4545e9e98cbcb032f55d7c750b81e3a0450.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4330-bc5b8a9003132ae44559edd63a1623b7b99dfb68.txt,1,1,1,2,2,0,2,41,41,0,41,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,41,10,0,0,0,0,0,0,0,0
115,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4364-c0cbe36b18ab3eb13a53fe684ec1f63a00df2c86.txt,1,46,1,104,56,24,80,2062,968,547,1515,0,0,0,0,60,30,15,45,13,13,0,13,4,0,2,2,112,52,30,82,89,45,22,67,25,19,3,22,4,0,2,2,2,0,2,2,42,8,34,42,976,443,0,0,0,0,0,0,2,0
116,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4579-6e24b9488e67849a28e64a8056e05f83cf439229.txt,1,1,0,1,1,0,1,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,4,4,0,4,49,18,0,0,0,0,0,0,0,0
117,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4604-b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c.txt,1,2,0,5,-1,3,2,220,-2,111,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,5,4,5,-1,3,2,2,0,1,1,2,0,1,1,2,1,1,2,7,1,6,7,70,12,0,0,0,0,0,0,0,0
118,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2011-4862-665f1e73cdd9b38e2d2e11b8db9958a315935592.txt,1,1,1,2,2,0,2,31,31,0,31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,31,10,0,0,0,0,0,0,0,0
119,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2012-0807-73b1968ee30f6d9d2dae497544b910e68e114bfa.txt,1,12,0,70,-36,53,17,1204,-546,875,329,20,-8,14,6,14,-14,14,0,0,0,0,0,0,0,0,0,40,-12,26,14,10,-10,10,0,4,0,2,2,0,0,0,0,5,0,5,4,14,0,14,9,546,268,0,0,0,0,0,0,-6,0
120,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2012-0847-ae21776207e8a2bbe268e7c9e203f7599dd87ddb.txt,1,1,1,2,0,1,1,69,5,32,37,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,6,0,3,3,3,1,1,2,3,1,1,2,0,0,0,0,0,0,0,0,5,1,4,5,5,6,0,0,0,0,0,0,0,0
121,.//security_patch/realData\CWE_119_Improper_Restriction_of_Operations_within_the_Bounds_of_a_Memory_Buffer\CVE-2012-0848-5257743aee0c3982f0079e6553aabc6aa39401d2.txt,1,1,0,4,0,2,2,92,20,36,56,0,0,0,0,4,0,2,2,4,0,2,2,0,0,0,0,8,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,6,20,16,0,0,0,0,0,0,0,0
